,lres,lrs,loss
0,-10.0,1e-10,0.7044645547866821
1,-9.98999,1.023316e-10,0.5900483131408691
2,-9.9799795,1.047178e-10,0.7866519093513489
3,-9.96997,1.0715939e-10,0.7852888107299805
4,-9.95996,1.0965792e-10,0.780966579914093
5,-9.94995,1.1221471e-10,0.7025346755981445
6,-9.9399395,1.1483136e-10,0.7445830702781677
7,-9.92993,1.1750877e-10,0.5670689940452576
8,-9.91992,1.202486e-10,0.7307778596878052
9,-9.90991,1.2305232e-10,0.7831301093101501
10,-9.8998995,1.2592168e-10,0.8059267997741699
11,-9.88989,1.2885767e-10,0.7229477167129517
12,-9.87988,1.3186212e-10,0.6268082857131958
13,-9.86987,1.3493662e-10,0.8119652271270752
14,-9.859859,1.380831e-10,0.6619104146957397
15,-9.84985,1.4130265e-10,0.7206310033798218
16,-9.83984,1.4459726e-10,0.7717447876930237
17,-9.82983,1.4796869e-10,0.652829110622406
18,-9.819819,1.5141906e-10,0.7521682977676392
19,-9.80981,1.5494955e-10,0.6662571430206299
20,-9.7998,1.5856236e-10,0.9318631887435913
21,-9.78979,1.6225939e-10,0.7242632508277893
22,-9.779779,1.66043e-10,0.7633612155914307
23,-9.76977,1.6991446e-10,0.6885688304901123
24,-9.75976,1.7387618e-10,0.8092384338378906
25,-9.74975,1.7793028e-10,0.6848347783088684
26,-9.739739,1.820793e-10,0.7896702289581299
27,-9.72973,1.8632466e-10,0.6743643283843994
28,-9.71972,1.9066901e-10,0.8074352741241455
29,-9.70971,1.9511465e-10,0.630282998085022
30,-9.699699,1.9966438e-10,0.7831017374992371
31,-9.68969,2.0431976e-10,0.7761181592941284
32,-9.67968,2.0908368e-10,0.5880756378173828
33,-9.66967,2.1395867e-10,0.7649486064910889
34,-9.659659,2.1894782e-10,0.6243595480918884
35,-9.64965,2.240528e-10,0.7342236638069153
36,-9.63964,2.2927682e-10,0.6897373199462891
37,-9.62963,2.3462263e-10,0.8104572296142578
38,-9.619619,2.4009364e-10,0.6082037687301636
39,-9.60961,2.4569166e-10,0.8027328252792358
40,-9.5996,2.514202e-10,0.8866670727729797
41,-9.58959,2.572823e-10,0.7328503727912903
42,-9.579579,2.6328167e-10,0.7324017286300659
43,-9.56957,2.6942035e-10,0.8163202404975891
44,-9.55956,2.7570216e-10,0.7692193984985352
45,-9.549549,2.8213107e-10,0.7202003002166748
46,-9.539539,2.8870922e-10,0.6707639694213867
47,-9.52953,2.9544078e-10,0.7529746890068054
48,-9.51952,3.0232927e-10,0.7033387422561646
49,-9.509509,3.0937905e-10,0.5992094874382019
50,-9.499499,3.1659253e-10,0.8037685751914978
51,-9.48949,3.239742e-10,0.6859232187271118
52,-9.47948,3.31528e-10,0.7012885808944702
53,-9.469469,3.3925865e-10,0.711092472076416
54,-9.459459,3.471688e-10,0.7916018962860107
55,-9.44945,3.552634e-10,0.7973031997680664
56,-9.43944,3.6354672e-10,0.8482760190963745
57,-9.429429,3.72024e-10,0.6132845878601074
58,-9.419419,3.806981e-10,0.920427680015564
59,-9.4094095,3.8957446e-10,0.7734068632125854
60,-9.3994,3.9865777e-10,0.6709718108177185
61,-9.389389,4.0795378e-10,0.7452855110168457
62,-9.379379,4.1746565e-10,0.6985406875610352
63,-9.3693695,4.2719925e-10,0.6994843482971191
64,-9.35936,4.3715984e-10,0.6749829053878784
65,-9.349349,4.4735365e-10,0.7784770131111145
66,-9.339339,4.5778414e-10,0.7603671550750732
67,-9.3293295,4.6845783e-10,0.6272373199462891
68,-9.31932,4.793804e-10,0.7661553621292114
69,-9.309309,4.905587e-10,0.859144926071167
70,-9.299299,5.0199656e-10,0.6650598049163818
71,-9.289289,5.1370114e-10,0.7177329063415527
72,-9.27928,5.256786e-10,0.752515435218811
73,-9.269269,5.379365e-10,0.6233323216438293
74,-9.259259,5.5047905e-10,0.8815008401870728
75,-9.249249,5.63314e-10,0.7477376461029053
76,-9.23924,5.764482e-10,0.6507701873779297
77,-9.229229,5.8988997e-10,0.6640077829360962
78,-9.219219,6.0364386e-10,0.705550491809845
79,-9.209209,6.1771843e-10,0.8447189331054688
80,-9.1992,6.3212113e-10,0.602615475654602
81,-9.189189,6.468611e-10,0.8016833662986755
82,-9.179179,6.6194333e-10,0.7189192771911621
83,-9.169169,6.773772e-10,0.7438660860061646
84,-9.159159,6.9317246e-10,0.7229180335998535
85,-9.149149,7.093345e-10,0.6379517912864685
86,-9.139139,7.258733e-10,0.7092647552490234
87,-9.129129,7.4279777e-10,0.5886216163635254
88,-9.11912,7.6011686e-10,0.8738174438476562
89,-9.109109,7.7784146e-10,0.693252444267273
90,-9.099099,7.959776e-10,0.6454651355743408
91,-9.089089,8.145366e-10,0.7302722930908203
92,-9.079079,8.335302e-10,0.742864727973938
93,-9.069069,8.5296475e-10,0.9032992124557495
94,-9.059059,8.728525e-10,0.7175377607345581
95,-9.049049,8.932039e-10,0.6976654529571533
96,-9.039039,9.1403185e-10,0.7188223600387573
97,-9.029029,9.353435e-10,0.7951054573059082
98,-9.019019,9.571519e-10,0.8737105131149292
99,-9.009009,9.794688e-10,0.7174190282821655
100,-8.998999,1.0023083e-09,0.6836869716644287
101,-8.988989,1.0256782e-09,0.7653392553329468
102,-8.978979,1.0495929e-09,0.702515721321106
103,-8.968969,1.0740652e-09,0.7259907722473145
104,-8.958959,1.0991106e-09,0.6851840019226074
105,-8.948949,1.1247374e-09,0.9407871961593628
106,-8.938939,1.1509618e-09,0.779747724533081
107,-8.928929,1.1777976e-09,0.696205198764801
108,-8.918919,1.2052618e-09,0.7839313745498657
109,-8.908909,1.2333636e-09,0.6912498474121094
110,-8.898899,1.2621207e-09,0.7935172319412231
111,-8.888889,1.2915484e-09,0.8884396553039551
112,-8.878879,1.321665e-09,0.8792896270751953
113,-8.868869,1.352481e-09,0.7230902910232544
114,-8.858859,1.3840155e-09,0.6837396025657654
115,-8.848849,1.4162852e-09,0.8039316534996033
116,-8.838839,1.4493104e-09,0.6183532476425171
117,-8.828829,1.4831025e-09,0.7304666638374329
118,-8.818819,1.5176826e-09,0.6906455755233765
119,-8.808809,1.5530689e-09,0.84714674949646
120,-8.798799,1.5892837e-09,0.7473893761634827
121,-8.788789,1.6263395e-09,0.6723329424858093
122,-8.778779,1.6642592e-09,0.6952840685844421
123,-8.768768,1.7030668e-09,0.7860355377197266
124,-8.758759,1.7427756e-09,0.5709772109985352
125,-8.748749,1.7834101e-09,0.6658062934875488
126,-8.738739,1.824992e-09,0.5779565572738647
127,-8.728729,1.8675437e-09,0.7259481549263
128,-8.718719,1.9110915e-09,0.814867377281189
129,-8.708709,1.9556505e-09,0.7272953987121582
130,-8.698699,2.0012485e-09,0.8336614966392517
131,-8.688688,2.047914e-09,0.6721518039703369
132,-8.6786785,2.0956632e-09,0.7686749696731567
133,-8.668669,2.1445257e-09,0.6407625675201416
134,-8.658659,2.1945274e-09,0.6359443664550781
135,-8.648649,2.245695e-09,0.6616119146347046
136,-8.6386385,2.2980606e-09,0.6224150657653809
137,-8.628629,2.3516424e-09,0.797377347946167
138,-8.618619,2.4064732e-09,0.7032213807106018
139,-8.608608,2.462588e-09,0.6766107082366943
140,-8.5985985,2.5200058e-09,0.6909195780754089
141,-8.588589,2.578762e-09,0.6729831099510193
142,-8.578579,2.6388887e-09,0.7287513017654419
143,-8.568568,2.7004228e-09,0.7382119297981262
144,-8.558558,2.763386e-09,0.7272535562515259
145,-8.548549,2.827817e-09,0.6322288513183594
146,-8.538539,2.8937504e-09,0.8771090507507324
147,-8.528528,2.9612275e-09,0.5964435338973999
148,-8.518518,3.0302716e-09,0.8619129657745361
149,-8.508509,3.1009253e-09,0.8008127808570862
150,-8.498499,3.1732266e-09,0.7385443449020386
151,-8.488488,3.2472207e-09,0.6692277789115906
152,-8.478478,3.3229328e-09,0.7455430030822754
153,-8.468469,3.4004104e-09,0.7848340272903442
154,-8.458459,3.4796943e-09,0.8384381532669067
155,-8.448448,3.5608347e-09,0.7639361619949341
156,-8.438438,3.6438592e-09,0.7435166835784912
157,-8.428429,3.7288195e-09,0.849703311920166
158,-8.418419,3.8157606e-09,0.6766202449798584
159,-8.408408,3.9047374e-09,0.6524345278739929
160,-8.398398,3.99578e-09,0.6797695159912109
161,-8.388389,4.088946e-09,0.6560274362564087
162,-8.378378,4.184293e-09,0.7853176593780518
163,-8.368368,4.281854e-09,0.7814980149269104
164,-8.358358,4.3816897e-09,0.6698868870735168
165,-8.348349,4.4838533e-09,0.8562060594558716
166,-8.338339,4.5883985e-09,0.8001213669776917
167,-8.328328,4.695392e-09,0.8610568046569824
168,-8.318318,4.80487e-09,0.7275096774101257
169,-8.308309,4.9169e-09,0.6186546087265015
170,-8.298298,5.031554e-09,0.7685785293579102
171,-8.288288,5.1488693e-09,0.595737099647522
172,-8.278278,5.2689204e-09,0.8781710863113403
173,-8.268269,5.3917706e-09,0.6603854894638062
174,-8.258259,5.517485e-09,0.7669742703437805
175,-8.248248,5.6461436e-09,0.839374303817749
176,-8.238238,5.777789e-09,0.7520142197608948
177,-8.228229,5.912504e-09,0.6543582677841187
178,-8.218218,6.050373e-09,0.758219838142395
179,-8.208208,6.1914434e-09,0.657070517539978
180,-8.198198,6.3358034e-09,0.7631216645240784
181,-8.188189,6.483529e-09,0.6352131962776184
182,-8.178178,6.6347132e-09,0.7045890688896179
183,-8.168168,6.7894086e-09,0.6266068816184998
184,-8.158158,6.9477104e-09,0.790019690990448
185,-8.148149,7.109703e-09,0.802183210849762
186,-8.138138,7.275489e-09,0.517235279083252
187,-8.128128,7.445124e-09,0.6823848485946655
188,-8.118118,7.6187145e-09,0.9013379812240601
189,-8.1081085,7.796353e-09,0.6685610413551331
190,-8.098098,7.97815e-09,0.7842682600021362
191,-8.088088,8.164169e-09,0.6674679517745972
192,-8.078078,8.354524e-09,0.7643237113952637
193,-8.0680685,8.549319e-09,0.7725682258605957
194,-8.058058,8.748674e-09,0.7910075187683105
195,-8.048048,8.952657e-09,0.6247608065605164
196,-8.038038,9.161398e-09,0.6052525639533997
197,-8.0280285,9.375005e-09,0.602178692817688
198,-8.018018,9.593614e-09,0.8315479755401611
199,-8.008008,9.817298e-09,0.7347846031188965
200,-7.997998,1.00461985e-08,0.7986528277397156
201,-7.987988,1.0280447e-08,0.6559853553771973
202,-7.9779778,1.0520157e-08,0.7280852198600769
203,-7.967968,1.0765445e-08,0.7478164434432983
204,-7.957958,1.1016453e-08,0.7906451225280762
205,-7.947948,1.12733245e-08,0.7343297600746155
206,-7.9379377,1.1536186e-08,0.8018059730529785
207,-7.927928,1.1805164e-08,0.7360733151435852
208,-7.917918,1.2080413e-08,0.7734167575836182
209,-7.907908,1.2362094e-08,0.6447551250457764
210,-7.8978977,1.2650342e-08,0.735702395439148
211,-7.887888,1.2945298e-08,0.6550414562225342
212,-7.877878,1.32471305e-08,0.6872409582138062
213,-7.867868,1.3556015e-08,0.6472818851470947
214,-7.8578577,1.3872103e-08,0.8321574330329895
215,-7.847848,1.4195544e-08,0.6918348073959351
216,-7.837838,1.4526528e-08,0.8348360061645508
217,-7.827828,1.4865245e-08,0.6746947765350342
218,-7.8178177,1.521186e-08,0.6642538905143738
219,-7.807808,1.556654e-08,0.5598680377006531
220,-7.797798,1.5929489e-08,0.790471076965332
221,-7.787788,1.630092e-08,0.9195454120635986
222,-7.7777777,1.6681009e-08,0.7785446643829346
223,-7.767768,1.7069944e-08,0.6453864574432373
224,-7.757758,1.7467947e-08,0.7449867725372314
225,-7.747748,1.787525e-08,0.6731696724891663
