,train_loss,train_acc,train_sen,train_spe,train_f1,train_cm,val_loss,val_acc,val_sen,val_spe,val_f1,val_cm,epoch_time
0,0.66804039478302,0.5364891518737672,0.5586206896551724,0.5276243093922652,0.4080604534005038,"[[764 684]
 [256 324]]",0.6562591791152954,0.5985663082437276,0.6153846153846154,0.5968379446640316,0.2222222222222222,"[[151 102]
 [ 10  16]]",12.219410419464111
1,0.6464027762413025,0.5478303747534516,0.6888888888888889,0.49064449064449067,0.4677887405687754,"[[708 735]
 [182 403]]",0.6634270548820496,0.5519713261648745,0.6538461538461539,0.541501976284585,0.2138364779874214,"[[137 116]
 [  9  17]]",11.86310076713562
2,0.6452897787094116,0.5488165680473372,0.7074010327022375,0.4851416724257084,0.47322970639032813,"[[702 745]
 [170 411]]",0.6560522317886353,0.5627240143369175,0.6538461538461539,0.5533596837944664,0.21794871794871795,"[[140 113]
 [  9  17]]",12.100551128387451
3,0.629179835319519,0.5586785009861933,0.6830122591943958,0.5099519560741249,0.46567164179104475,"[[743 714]
 [181 390]]",0.6296370029449463,0.6129032258064516,0.6538461538461539,0.6086956521739131,0.23943661971830985,"[[154  99]
 [  9  17]]",12.45529055595398
4,0.634012758731842,0.5951676528599605,0.6062717770034843,0.5907840440165062,0.45880026367831245,"[[859 595]
 [226 348]]",0.5763677954673767,0.7132616487455197,0.6153846153846154,0.7233201581027668,0.2857142857142857,"[[183  70]
 [ 10  16]]",12.08501672744751
5,0.6281113028526306,0.5710059171597633,0.7012750455373407,0.5226504394861393,0.4695121951219512,"[[773 706]
 [164 385]]",0.6041694283485413,0.6487455197132617,0.6153846153846154,0.6521739130434783,0.24615384615384617,"[[165  88]
 [ 10  16]]",11.996912956237793
6,0.6207252740859985,0.5517751479289941,0.6786941580756014,0.5006915629322268,0.4649793996468511,"[[724 722]
 [187 395]]",0.6080984473228455,0.6344086021505376,0.6153846153846154,0.6363636363636364,0.23880597014925373,"[[161  92]
 [ 10  16]]",11.819655895233154
7,0.6166420578956604,0.5478303747534516,0.7628865979381443,0.4612724757952974,0.4919667590027701,"[[667 779]
 [138 444]]",0.6465868949890137,0.5842293906810035,0.7307692307692307,0.5691699604743083,0.24675324675324675,"[[144 109]
 [  7  19]]",11.742013931274414
8,0.6149120330810547,0.5424063116370809,0.7895652173913044,0.44459738472126636,0.49455337690631807,"[[646 807]
 [121 454]]",0.6610947847366333,0.5770609318996416,0.7692307692307693,0.5573122529644269,0.25316455696202533,"[[141 112]
 [  6  20]]",12.30861783027649
9,0.6002542972564697,0.5936883629191322,0.7437722419928826,0.5361527967257844,0.5036144578313253,"[[786 680]
 [144 418]]",0.5928007960319519,0.6559139784946236,0.6538461538461539,0.6561264822134387,0.26153846153846155,"[[166  87]
 [  9  17]]",12.771918296813965
10,0.5994078516960144,0.6089743589743589,0.7264492753623188,0.5650406504065041,0.5028213166144201,"[[834 642]
 [151 401]]",0.5768917202949524,0.6666666666666666,0.6153846153846154,0.6719367588932806,0.256,"[[170  83]
 [ 10  16]]",13.293611288070679
11,0.5918922424316406,0.6079881656804734,0.7075306479859895,0.5689773507206589,0.5040548970679976,"[[829 628]
 [167 404]]",0.5784712433815002,0.6738351254480287,0.6538461538461539,0.6758893280632411,0.272,"[[171  82]
 [  9  17]]",13.108354330062866
12,0.6024563908576965,0.5498027613412229,0.7548161120840631,0.46945778997940973,0.4856338028169014,"[[684 773]
 [140 431]]",0.6302942037582397,0.5842293906810035,0.6923076923076923,0.5731225296442688,0.23684210526315788,"[[145 108]
 [  8  18]]",13.062201261520386
13,0.5934195518493652,0.5956607495069034,0.7078853046594982,0.5530612244897959,0.4906832298136646,"[[813 657]
 [163 395]]",0.5781738758087158,0.6344086021505376,0.6538461538461539,0.6324110671936759,0.25,"[[160  93]
 [  9  17]]",13.165224552154541
14,0.5850747227668762,0.5872781065088757,0.7433155080213903,0.5276073619631901,0.4991023339317774,"[[774 693]
 [144 417]]",0.5855829119682312,0.6379928315412187,0.6923076923076923,0.6324110671936759,0.26277372262773724,"[[160  93]
 [  8  18]]",13.334862232208252
15,0.5883005261421204,0.5828402366863905,0.7531305903398927,0.5180394826412525,0.49881516587677727,"[[761 708]
 [138 421]]",0.5986656546592712,0.6200716845878136,0.6923076923076923,0.6126482213438735,0.2535211267605634,"[[155  98]
 [  8  18]]",13.13758373260498
