,train_loss,train_acc,train_sen,train_spe,train_f1,train_cm,val_loss,val_acc,val_sen,val_spe,val_f1,val_cm,epoch_time
15,0.5668218731880188,0.6020710059171598,0.7495527728085868,0.5459496255956433,0.5094224924012158,"[[802 667]
 [140 419]]",0.6261225342750549,0.6164874551971327,0.6923076923076923,0.6086956521739131,0.2517482517482518,"[[154  99]
 [  8  18]]",13.442309141159058
16,0.5603433847427368,0.6390532544378699,0.7526881720430108,0.5959183673469388,0.5343511450381679,"[[876 594]
 [138 420]]",0.576641321182251,0.6738351254480287,0.6538461538461539,0.6758893280632411,0.272,"[[171  82]
 [  9  17]]",13.532203197479248
17,0.5666370391845703,0.6089743589743589,0.7394366197183099,0.5582191780821918,0.5143906919779547,"[[815 645]
 [148 420]]",0.5794569849967957,0.6881720430107527,0.6923076923076923,0.6877470355731226,0.2926829268292683,"[[174  79]
 [  8  18]]",13.813938617706299
18,0.558120608329773,0.6222879684418146,0.7030965391621129,0.592292089249493,0.5019505851755527,"[[876 603]
 [163 386]]",0.5688489675521851,0.6989247311827957,0.6923076923076923,0.6996047430830039,0.3,"[[177  76]
 [  8  18]]",13.610336065292358
19,0.5602354407310486,0.658284023668639,0.735191637630662,0.6279229711141678,0.5491216655823032,"[[913 541]
 [152 422]]",0.5500129461288452,0.7168458781362007,0.6923076923076923,0.7193675889328063,0.3130434782608696,"[[182  71]
 [  8  18]]",13.669817447662354
20,0.5616040825843811,0.604043392504931,0.7478108581436077,0.547700754975978,0.5153892576946288,"[[798 659]
 [144 427]]",0.600380003452301,0.6415770609318996,0.6923076923076923,0.6363636363636364,0.2647058823529412,"[[161  92]
 [  8  18]]",13.684521436691284
21,0.552868664264679,0.616370808678501,0.7821428571428571,0.553133514986376,0.5296251511487303,"[[812 656]
 [122 438]]",0.6105003356933594,0.6200716845878136,0.6923076923076923,0.6126482213438735,0.2535211267605634,"[[155  98]
 [  8  18]]",13.633281230926514
22,0.5529298782348633,0.6222879684418146,0.7695035460992907,0.5655737704918032,0.5312117503059975,"[[828 636]
 [130 434]]",0.5991449356079102,0.6415770609318996,0.6923076923076923,0.6363636363636364,0.2647058823529412,"[[161  92]
 [  8  18]]",13.21157693862915
23,0.5560351014137268,0.6158777120315582,0.7765567765567766,0.5566801619433198,0.5212046711739398,"[[825 657]
 [122 424]]",0.5870550870895386,0.6702508960573477,0.6923076923076923,0.6679841897233202,0.28125,"[[169  84]
 [  8  18]]",13.46047830581665
24,0.5613662600517273,0.6124260355029586,0.802158273381295,0.5407608695652174,0.531585220500596,"[[796 676]
 [110 446]]",0.6174516677856445,0.6236559139784946,0.6923076923076923,0.616600790513834,0.2553191489361702,"[[156  97]
 [  8  18]]",13.50960898399353
25,0.5495007038116455,0.6153846153846154,0.7701754385964912,0.5548696844993142,0.5295536791314838,"[[809 649]
 [131 439]]",0.5788012146949768,0.6845878136200717,0.6923076923076923,0.6837944664031621,0.2903225806451613,"[[173  80]
 [  8  18]]",13.474324703216553
26,0.5470789670944214,0.626232741617357,0.7411347517730497,0.5819672131147541,0.5244667503136763,"[[852 612]
 [146 418]]",0.5683846473693848,0.6953405017921147,0.6923076923076923,0.6956521739130435,0.2975206611570248,"[[176  77]
 [  8  18]]",13.617456912994385
27,0.542714536190033,0.6227810650887574,0.7424511545293073,0.5767918088737202,0.5221736414740787,"[[845 620]
 [145 418]]",0.5687633156776428,0.6953405017921147,0.6923076923076923,0.6956521739130435,0.2975206611570248,"[[176  77]
 [  8  18]]",13.371296167373657
28,0.5531050562858582,0.623767258382643,0.7432675044883303,0.5785180149558123,0.5204274041483343,"[[851 620]
 [143 414]]",0.5638619661331177,0.7025089605734767,0.6923076923076923,0.7035573122529645,0.3025210084033613,"[[178  75]
 [  8  18]]",13.564021587371826
29,0.5475832223892212,0.6375739644970414,0.7325174825174825,0.6002747252747253,0.5327399872854418,"[[874 582]
 [153 419]]",0.536620020866394,0.7419354838709677,0.6923076923076923,0.7470355731225297,0.3333333333333333,"[[189  64]
 [  8  18]]",13.518881559371948
30,0.5333268642425537,0.6410256410256411,0.755,0.5931372549019608,0.554467564259486,"[[847 581]
 [147 453]]",0.5610288381576538,0.6989247311827957,0.6923076923076923,0.6996047430830039,0.3,"[[177  76]
 [  8  18]]",13.549516916275024
31,0.5483735203742981,0.599112426035503,0.7773851590106007,0.5300957592339262,0.5197873597164796,"[[775 687]
 [126 440]]",0.5919421315193176,0.6810035842293907,0.6923076923076923,0.6798418972332015,0.288,"[[172  81]
 [  8  18]]",13.536856889724731
32,0.5445051789283752,0.628698224852071,0.8111888111888111,0.5570054945054945,0.5520523497917906,"[[811 645]
 [108 464]]",0.5903246998786926,0.6666666666666666,0.6923076923076923,0.6640316205533597,0.27906976744186046,"[[168  85]
 [  8  18]]",13.774842977523804
33,0.5381513237953186,0.6272189349112426,0.7549549549549549,0.5790902919212492,0.5257214554579673,"[[853 620]
 [136 419]]",0.5693685412406921,0.7025089605734767,0.6923076923076923,0.7035573122529645,0.3025210084033613,"[[178  75]
 [  8  18]]",14.048848152160645
34,0.5371769070625305,0.6449704142011834,0.7794871794871795,0.5904365904365905,0.5588235294117647,"[[852 591]
 [129 456]]",0.5437746644020081,0.7311827956989247,0.6923076923076923,0.7351778656126482,0.32432432432432434,"[[186  67]
 [  8  18]]",13.264378070831299
35,0.5280298590660095,0.6607495069033531,0.7708333333333334,0.6170798898071626,0.5634517766497462,"[[896 556]
 [132 444]]",0.541599690914154,0.7275985663082437,0.6923076923076923,0.7312252964426877,0.32142857142857145,"[[185  68]
 [  8  18]]",13.097903966903687
36,0.5278586745262146,0.6444773175542406,0.7878787878787878,0.5896387184730743,0.550778816199377,"[[865 602]
 [119 442]]",0.5554800629615784,0.7168458781362007,0.6923076923076923,0.7193675889328063,0.3130434782608696,"[[182  71]
 [  8  18]]",13.556692361831665
37,0.5332860946655273,0.633629191321499,0.7437275985663082,0.5918367346938775,0.5276541640178004,"[[870 600]
 [143 415]]",0.5339382886886597,0.7455197132616488,0.6923076923076923,0.7509881422924901,0.3364485981308411,"[[190  63]
 [  8  18]]",13.778006553649902
38,0.5369698405265808,0.6439842209072978,0.7,0.6215469613259669,0.529335071707953,"[[900 548]
 [174 406]]",0.5170458555221558,0.7562724014336918,0.6923076923076923,0.7628458498023716,0.34615384615384615,"[[193  60]
 [  8  18]]",13.332268476486206
39,0.5293882489204407,0.6153846153846154,0.8079584775086506,0.5386206896551724,0.544924154025671,"[[781 669]
 [111 467]]",0.5696431398391724,0.6953405017921147,0.6923076923076923,0.6956521739130435,0.2975206611570248,"[[176  77]
 [  8  18]]",12.97630262374878
40,0.5467612147331238,0.5927021696252466,0.8453237410071942,0.49728260869565216,0.5322763306908267,"[[732 740]
 [ 86 470]]",0.6173257231712341,0.6487455197132617,0.7307692307692307,0.6403162055335968,0.27941176470588236,"[[162  91]
 [  7  19]]",12.607215404510498
41,0.5251260995864868,0.6735700197238659,0.6731448763250883,0.673734610123119,0.5351123595505618,"[[985 477]
 [185 381]]",0.4735431671142578,0.8207885304659498,0.5769230769230769,0.8458498023715415,0.375,"[[214  39]
 [ 11  15]]",12.680250883102417
42,0.5295441746711731,0.6429980276134122,0.7727272727272727,0.5947225981055481,0.5400254129606099,"[[879 599]
 [125 425]]",0.5331961512565613,0.7419354838709677,0.6923076923076923,0.7470355731225297,0.3333333333333333,"[[189  64]
 [  8  18]]",13.070399761199951
43,0.5237874984741211,0.6420118343195266,0.7815275310834814,0.5883959044368601,0.547945205479452,"[[862 603]
 [123 440]]",0.5372956395149231,0.7491039426523297,0.6923076923076923,0.7549407114624506,0.33962264150943394,"[[191  62]
 [  8  18]]",13.394190788269043
44,0.5274336934089661,0.6227810650887574,0.8047016274864376,0.5545762711864407,0.5377643504531722,"[[818 657]
 [108 445]]",0.5668713450431824,0.7060931899641577,0.6923076923076923,0.7075098814229249,0.3050847457627119,"[[179  74]
 [  8  18]]",11.990167140960693
45,0.5337791442871094,0.6000986193293886,0.8624338624338624,0.49828884325804246,0.5466741196198994,"[[728 733]
 [ 78 489]]",0.6045498847961426,0.6451612903225806,0.7307692307692307,0.6363636363636364,0.2773722627737226,"[[161  92]
 [  7  19]]",11.821597576141357
46,0.5150496363639832,0.6346153846153846,0.8392226148409894,0.5554035567715458,0.5617977528089888,"[[812 650]
 [ 91 475]]",0.564463198184967,0.7060931899641577,0.7307692307692307,0.7035573122529645,0.31666666666666665,"[[178  75]
 [  7  19]]",11.616439819335938
47,0.5203184485435486,0.6691321499013807,0.696113074204947,0.658686730506156,0.5400959561343386,"[[963 499]
 [172 394]]",0.4816210865974426,0.7885304659498208,0.5769230769230769,0.8102766798418972,0.33707865168539325,"[[205  48]
 [ 11  15]]",11.788371801376343
48,0.5234335064888,0.6400394477317555,0.7626527050610821,0.5917525773195876,0.5448877805486284,"[[861 594]
 [136 437]]",0.5333182215690613,0.7275985663082437,0.6538461538461539,0.7351778656126482,0.3090909090909091,"[[186  67]
 [  9  17]]",12.352468252182007
49,0.5221623182296753,0.6351084812623274,0.7822299651567944,0.577028885832187,0.5482295482295483,"[[839 615]
 [125 449]]",0.5290125012397766,0.7383512544802867,0.6538461538461539,0.7470355731225297,0.3177570093457944,"[[189  64]
 [  9  17]]",11.911724328994751
